Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
4237,Calabozo,City / administrative seat,Venezuela,VE,VEN,South America,Guárico,8.924160,-67.429290,America/Caracas,"168,605",Bamwor,"168,605","131,989",,"100,000–249,999",Lower-order administrative capital,"4,900.00","110,943,000,000.00",https://www.openstreetmap.org/?mlat=8.924160&mlon=-67.429290#map=10/8.924160/-67.429290,https://en.wikipedia.org/w/index.php?search=Calabozo%2C+Venezuela,https://commons.wikimedia.org/w/index.php?search=Calabozo%2C+Venezuela&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4238,Jabalya,City / populated place,Palestine,PS,PSE,Middle East,Gaza Strip,31.527200,34.483470,Asia/Gaza,"168,568",Bamwor,"168,568",,,"100,000–249,999",Not classified as capital,"3,800.00","20,339,000,000.00",https://www.openstreetmap.org/?mlat=31.527200&mlon=34.483470#map=10/31.527200/34.483470,https://en.wikipedia.org/w/index.php?search=Jabalya%2C+Palestine,https://commons.wikimedia.org/w/index.php?search=Jabalya%2C+Palestine&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4239,Salvaleon de Higueey,City / administrative seat,Dominican Republic,DO,DOM,Central America and Caribbean,La Altagracia Province,18.615010,-68.707980,America/Santo_Domingo,"168,501",SimpleMaps,"123,787","168,501",,"100,000–249,999",First-order administrative capital,"24,200.00","276,884,000,000.00",https://www.openstreetmap.org/?mlat=18.615010&mlon=-68.707980#map=10/18.615010/-68.707980,https://en.wikipedia.org/w/index.php?search=Salvaleon+de+Higueey%2C+Dominican+Republic,https://commons.wikimedia.org/w/index.php?search=Salvaleon+de+Higueey%2C+Dominican+Republic&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4240,Cuauhtemoc,City / administrative seat,Mexico,MX,MEX,North America,Chihuahua,28.406300,-106.866670,America/Chihuahua,"168,482",SimpleMaps,"168,482","168,482",,"100,000–249,999",Lower-order administrative capital,"22,000.00","2,883,000,000,000.00",https://www.openstreetmap.org/?mlat=28.406300&mlon=-106.866670#map=10/28.406300/-106.866670,https://en.wikipedia.org/w/index.php?search=Cuauhtemoc%2C+Mexico,https://commons.wikimedia.org/w/index.php?search=Cuauhtemoc%2C+Mexico&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4241,Ituzaingo,City / administrative seat,Argentina,AR,ARG,South America,Corrientes,-27.585040,-56.687070,America/Argentina/Cordoba,"168,419",Bamwor,"168,419",,,"100,000–249,999",Lower-order administrative capital,"26,500.00","1,213,000,000,000.00",https://www.openstreetmap.org/?mlat=-27.585040&mlon=-56.687070#map=10/-27.585040/-56.687070,https://en.wikipedia.org/w/index.php?search=Ituzaingo%2C+Argentina,https://commons.wikimedia.org/w/index.php?search=Ituzaingo%2C+Argentina&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4242,Mahabad,City / populated place,Iran,IR,IRN,Middle East,West Azerbaijan,36.763100,45.722200,Asia/Tehran,"168,393",Uploaded starting list,"162,434","168,393","168,393","100,000–249,999",Not classified as capital,"16,200.00","1,486,000,000,000.00",https://www.openstreetmap.org/?mlat=36.763100&mlon=45.722200#map=10/36.763100/45.722200,https://en.wikipedia.org/w/index.php?search=Mahabad%2C+Iran,https://commons.wikimedia.org/w/index.php?search=Mahabad%2C+Iran&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
4243,Bordj Bou Arreridj,City / administrative seat,Algeria,DZ,DZA,Africa,Bordj Bou Arréridj,36.073890,4.761390,Africa/Algiers,"168,346",SimpleMaps,"158,812","168,346",,"100,000–249,999",First-order administrative capital,"15,400.00","722,912,000,000.00",https://www.openstreetmap.org/?mlat=36.073890&mlon=4.761390#map=10/36.073890/4.761390,https://en.wikipedia.org/w/index.php?search=Bordj+Bou+Arreridj%2C+Algeria,https://commons.wikimedia.org/w/index.php?search=Bordj+Bou+Arreridj%2C+Algeria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4244,Florencia,City / administrative seat,Colombia,CO,COL,South America,Caquetá,1.615490,-75.604120,America/Bogota,"168,346",Bamwor,"168,346","143,871",,"100,000–249,999",First-order administrative capital,"18,500.00","978,592,000,000.00",https://www.openstreetmap.org/?mlat=1.615490&mlon=-75.604120#map=10/1.615490/-75.604120,https://en.wikipedia.org/w/index.php?search=Florencia%2C+Colombia,https://commons.wikimedia.org/w/index.php?search=Florencia%2C+Colombia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4245,Porto Seguro,City / populated place,Brazil,BR,BRA,South America,Bahia,-16.449720,-39.064720,America/Bahia,"168,326",Bamwor,"168,326","145,431",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-16.449720&mlon=-39.064720#map=10/-16.449720/-39.064720,https://en.wikipedia.org/w/index.php?search=Porto+Seguro%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Porto+Seguro%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4246,Tay Ho,City / administrative seat,Vietnam,VN,VNM,East and Southeast Asia,Hanoi,21.068950,105.810530,Asia/Bangkok,"168,300",Bamwor,"168,300",,,"100,000–249,999",Lower-order administrative capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=21.068950&mlon=105.810530#map=10/21.068950/105.810530,https://en.wikipedia.org/w/index.php?search=Tay+Ho%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=Tay+Ho%2C+Vietnam&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4247,Angers,City / administrative seat,France,FR,FRA,Europe,Pays de la Loire,47.471560,-0.552020,Europe/Paris,"168,279",Bamwor,"168,279","152,960",,"100,000–249,999",Lower-order administrative capital,"54,500.00","3,732,000,000,000.00",https://www.openstreetmap.org/?mlat=47.471560&mlon=-0.552020#map=10/47.471560/-0.552020,https://en.wikipedia.org/w/index.php?search=Angers%2C+France,https://commons.wikimedia.org/w/index.php?search=Angers%2C+France&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4248,Oldenburg,City / administrative seat,Germany,DE,DEU,Europe,Lower Saxony,53.140390,8.214790,Europe/Berlin,"168,210",SimpleMaps,"159,218","168,210",,"100,000–249,999",Lower-order administrative capital,"62,800.00","5,247,000,000,000.00",https://www.openstreetmap.org/?mlat=53.140390&mlon=8.214790#map=10/53.140390/8.214790,https://en.wikipedia.org/w/index.php?search=Oldenburg%2C+Germany,https://commons.wikimedia.org/w/index.php?search=Oldenburg%2C+Germany&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4249,H?ich’?n,City / urban area (source-defined),North Korea,KP,PRK,Asia,Chagang,40.171100,126.275800,,"168,180",SimpleMaps,,"168,180",,"100,000–249,999",Not classified as capital,600.00,"15,416,000,000.00",https://www.openstreetmap.org/?mlat=40.171100&mlon=126.275800#map=10/40.171100/126.275800,https://en.wikipedia.org/w/index.php?search=H%C5%ADich%E2%80%99%C5%8Fn%2C+North+Korea,https://commons.wikimedia.org/w/index.php?search=H%C5%ADich%E2%80%99%C5%8Fn%2C+North+Korea&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4250,Ilford,City / administrative seat,United Kingdom,GB,GBR,Europe,England,51.557650,0.072780,Europe/London,"168,168",SimpleMaps,"168,168","168,168",,"100,000–249,999",Lower-order administrative capital,"52,500.00","3,636,000,000,000.00",https://www.openstreetmap.org/?mlat=51.557650&mlon=0.072780#map=10/51.557650/0.072780,https://en.wikipedia.org/w/index.php?search=Ilford%2C+United+Kingdom,https://commons.wikimedia.org/w/index.php?search=Ilford%2C+United+Kingdom&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4251,Rio das Ostras,City / populated place,Brazil,BR,BRA,South America,Rio de Janeiro,-22.526940,-41.945000,America/Sao_Paulo,"168,099",Bamwor,"168,099","155,193",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-22.526940&mlon=-41.945000#map=10/-22.526940/-41.945000,https://en.wikipedia.org/w/index.php?search=Rio+das+Ostras%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Rio+das+Ostras%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4252,Horta-Guinardo,City section / populated-place subdivision,Spain,ES,ESP,Europe,Catalonia,41.418490,2.167700,Europe/Madrid,"168,092",Bamwor,"168,092",,,"100,000–249,999",Not classified as capital,"48,400.00","2,361,000,000,000.00",https://www.openstreetmap.org/?mlat=41.418490&mlon=2.167700#map=10/41.418490/2.167700,https://en.wikipedia.org/w/index.php?search=Horta-Guinardo%2C+Spain,https://commons.wikimedia.org/w/index.php?search=Horta-Guinardo%2C+Spain&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4253,Patra,City / administrative seat,Greece,GR,GRC,Europe,West Greece,38.246200,21.735080,Europe/Athens,"168,034",Bamwor,"168,034","167,446",,"100,000–249,999",First-order administrative capital,"37,800.00","392,205,000,000.00",https://www.openstreetmap.org/?mlat=38.246200&mlon=21.735080#map=10/38.246200/21.735080,https://en.wikipedia.org/w/index.php?search=Patra%2C+Greece,https://commons.wikimedia.org/w/index.php?search=Patra%2C+Greece&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4254,Kirovskyi,City section / populated-place subdivision,Ukraine,UA,UKR,Europe,Donetsk,47.975970,37.696770,Europe/Kyiv,"168,029",Bamwor,"168,029",,,"100,000–249,999",Not classified as capital,"16,300.00","577,583,000,000.00",https://www.openstreetmap.org/?mlat=47.975970&mlon=37.696770#map=10/47.975970/37.696770,https://en.wikipedia.org/w/index.php?search=Kirovskyi%2C+Ukraine,https://commons.wikimedia.org/w/index.php?search=Kirovskyi%2C+Ukraine&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4255,Gondomar,City / administrative seat,Portugal,PT,PRT,Europe,Porto,41.150000,-8.533300,Europe/Lisbon,"168,027",SimpleMaps,,"168,027",,"100,000–249,999",Lower-order administrative capital,"41,900.00","448,226,000,000.00",https://www.openstreetmap.org/?mlat=41.150000&mlon=-8.533300#map=10/41.150000/-8.533300,https://en.wikipedia.org/w/index.php?search=Gondomar%2C+Portugal,https://commons.wikimedia.org/w/index.php?search=Gondomar%2C+Portugal&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4256,GJong Xoai,City / administrative seat,Vietnam,VN,VNM,East and Southeast Asia,Dong Nai,11.534950,106.883240,Asia/Ho_Chi_Minh,"168,000",Bamwor,"168,000",,,"100,000–249,999",First-order administrative capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=11.534950&mlon=106.883240#map=10/11.534950/106.883240,https://en.wikipedia.org/w/index.php?search=GJong+Xoai%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=GJong+Xoai%2C+Vietnam&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4257,B?ram?la,City / populated place,India,IN,IND,Asia,Jammu and Kashm?r,34.200000,74.340000,Asia/Kolkata,"167,986",SimpleMaps,,"167,986",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=34.200000&mlon=74.340000#map=10/34.200000/74.340000,https://en.wikipedia.org/w/index.php?search=B%C4%81ram%C5%ABla%2C+India,https://commons.wikimedia.org/w/index.php?search=B%C4%81ram%C5%ABla%2C+India&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4258,Jamalpur,City / administrative seat,Bangladesh,BD,BGD,South Asia,Mymensingh Division,24.919650,89.948120,Asia/Dhaka,"167,900",SimpleMaps,"167,900","167,900",,"100,000–249,999",Lower-order administrative capital,"8,500.00","1,473,000,000,000.00",https://www.openstreetmap.org/?mlat=24.919650&mlon=89.948120#map=10/24.919650/89.948120,https://en.wikipedia.org/w/index.php?search=Jamalpur%2C+Bangladesh,https://commons.wikimedia.org/w/index.php?search=Jamalpur%2C+Bangladesh&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4259,Chirchiq,City / populated place,Uzbekistan,UZ,UZB,Central Asia,Tashkent Region,41.468890,69.582220,Asia/Tashkent,"167,842",GeoNames,"162,800","159,400",,"100,000–249,999",Not classified as capital,"10,500.00","379,989,000,000.00",https://www.openstreetmap.org/?mlat=41.468890&mlon=69.582220#map=10/41.468890/69.582220,https://en.wikipedia.org/w/index.php?search=Chirchiq%2C+Uzbekistan,https://commons.wikimedia.org/w/index.php?search=Chirchiq%2C+Uzbekistan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4260,Catape,City / urban area (source-defined),Angola,AO,AGO,Africa,Huíla,-13.766700,15.083300,,"167,820",SimpleMaps,,"167,820",,"100,000–249,999",Not classified as capital,"7,300.00","278,239,000,000.00",https://www.openstreetmap.org/?mlat=-13.766700&mlon=15.083300#map=10/-13.766700/15.083300,https://en.wikipedia.org/w/index.php?search=Catape%2C+Angola,https://commons.wikimedia.org/w/index.php?search=Catape%2C+Angola&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4261,Berezniki,City / administrative seat,Russia,RU,RUS,Central Asia,Perm Krai,59.409100,56.820400,Asia/Yekaterinburg,"167,748",Bamwor,"167,748","145,115","132,841","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=59.409100&mlon=56.820400#map=10/59.409100/56.820400,https://en.wikipedia.org/w/index.php?search=Berezniki%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Berezniki%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
4262,Pitesti,City / administrative seat,Romania,RO,ROU,Europe,Arges,44.850000,24.866670,Europe/Bucharest,"167,669",GeoNames,"141,275","155,383",,"100,000–249,999",First-order administrative capital,"40,600.00","774,376,000,000.00",https://www.openstreetmap.org/?mlat=44.850000&mlon=24.866670#map=10/44.850000/24.866670,https://en.wikipedia.org/w/index.php?search=Pitesti%2C+Romania,https://commons.wikimedia.org/w/index.php?search=Pitesti%2C+Romania&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4263,Hollywood,City section / populated-place subdivision,United States,US,USA,North America,California,34.098340,-118.326740,America/Los_Angeles,"167,664",Bamwor,"167,664",,,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=34.098340&mlon=-118.326740#map=10/34.098340/-118.326740,https://en.wikipedia.org/w/index.php?search=Hollywood%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Hollywood%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4264,Oyama,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Tochigi,36.300000,139.800000,Asia/Tokyo,"167,647",Bamwor,"167,647",,,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=36.300000&mlon=139.800000#map=10/36.300000/139.800000,https://en.wikipedia.org/w/index.php?search=Oyama%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Oyama%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4265,Ijero-Ekiti,City / administrative seat,Nigeria,NG,NGA,Africa,Ekiti State,7.815140,5.067160,Africa/Lagos,"167,632",Bamwor,"167,632",,,"100,000–249,999",Lower-order administrative capital,"5,700.00","1,318,000,000,000.00",https://www.openstreetmap.org/?mlat=7.815140&mlon=5.067160#map=10/7.815140/5.067160,https://en.wikipedia.org/w/index.php?search=Ijero-Ekiti%2C+Nigeria,https://commons.wikimedia.org/w/index.php?search=Ijero-Ekiti%2C+Nigeria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4266,Jind,City / populated place,India,IN,IND,South Asia,Haryana,29.315770,76.315020,Asia/Kolkata,"167,592",Bamwor,"167,592",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=29.315770&mlon=76.315020#map=10/29.315770/76.315020,https://en.wikipedia.org/w/index.php?search=Jind%2C+India,https://commons.wikimedia.org/w/index.php?search=Jind%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4267,Miass,City / administrative seat,Russia,RU,RUS,Central Asia,Chelyabinsk,55.045520,60.107560,Asia/Yekaterinburg,"167,500",Bamwor,"167,500","151,856","146,650","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=55.045520&mlon=60.107560#map=10/55.045520/60.107560,https://en.wikipedia.org/w/index.php?search=Miass%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Miass%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
4268,Fortetsya,City section / populated-place subdivision,Ukraine,UA,UKR,Europe,Kirovohrad,48.498650,32.253650,Europe/Kyiv,"167,451",Bamwor,"167,451",,,"100,000–249,999",Not classified as capital,"16,300.00","577,583,000,000.00",https://www.openstreetmap.org/?mlat=48.498650&mlon=32.253650#map=10/48.498650/32.253650,https://en.wikipedia.org/w/index.php?search=Fortetsya%2C+Ukraine,https://commons.wikimedia.org/w/index.php?search=Fortetsya%2C+Ukraine&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4269,Gainesville,City / administrative seat,United States,US,USA,Americas,Georgia,34.290300,-83.830100,America/New_York,"167,371",SimpleMaps,,"167,371",,"100,000–249,999",Lower-order administrative capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=34.290300&mlon=-83.830100#map=10/34.290300/-83.830100,https://en.wikipedia.org/w/index.php?search=Gainesville%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Gainesville%2C+United+States&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4270,Tuguegarao,City / administrative seat,Philippines,PH,PHL,East and Southeast Asia,Cagayan Valley,17.615770,121.722850,Asia/Manila,"167,297",Bamwor,"167,297","153,502",,"100,000–249,999",First-order administrative capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=17.615770&mlon=121.722850#map=10/17.615770/121.722850,https://en.wikipedia.org/w/index.php?search=Tuguegarao%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Tuguegarao%2C+Philippines&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4271,Neukoelln,City section / populated-place subdivision,Germany,DE,DEU,Europe,State of Berlin,52.477190,13.431260,Europe/Berlin,"167,248",GeoNames,"164,636",,,"100,000–249,999",Not classified as capital,"62,800.00","5,247,000,000,000.00",https://www.openstreetmap.org/?mlat=52.477190&mlon=13.431260#map=10/52.477190/13.431260,https://en.wikipedia.org/w/index.php?search=Neukoelln%2C+Germany,https://commons.wikimedia.org/w/index.php?search=Neukoelln%2C+Germany&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4272,Itapecerica da Serra,City / populated place,Brazil,BR,BRA,South America,São Paulo,-23.716940,-46.849170,America/Sao_Paulo,"167,236",SimpleMaps,"158,522","167,236",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-23.716940&mlon=-46.849170#map=10/-23.716940/-46.849170,https://en.wikipedia.org/w/index.php?search=Itapecerica+da+Serra%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Itapecerica+da+Serra%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4273,Kumbakonam,City / populated place,India,IN,IND,South Asia,Tamil Nadu,10.962090,79.391240,Asia/Kolkata,"167,155",Bamwor,"167,155","139,264",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=10.962090&mlon=79.391240#map=10/10.962090/79.391240,https://en.wikipedia.org/w/index.php?search=Kumbakonam%2C+India,https://commons.wikimedia.org/w/index.php?search=Kumbakonam%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4274,Plumbon,City / populated place,Indonesia,ID,IDN,East and Southeast Asia,West Java,-6.705000,108.472780,Asia/Jakarta,"167,105",Bamwor,"167,105",,,"100,000–249,999",Not classified as capital,"14,500.00","4,102,000,000,000.00",https://www.openstreetmap.org/?mlat=-6.705000&mlon=108.472780#map=10/-6.705000/108.472780,https://en.wikipedia.org/w/index.php?search=Plumbon%2C+Indonesia,https://commons.wikimedia.org/w/index.php?search=Plumbon%2C+Indonesia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4275,Itu,City / populated place,Brazil,BR,BRA,South America,São Paulo,-23.264170,-47.299170,America/Sao_Paulo,"167,095",SimpleMaps,"137,586","167,095",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-23.264170&mlon=-47.299170#map=10/-23.264170/-47.299170,https://en.wikipedia.org/w/index.php?search=Itu%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Itu%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4276,Arar,City / administrative seat,Saudi Arabia,SA,SAU,Middle East,Northern Borders Region,30.975310,41.038080,Asia/Riyadh,"167,057",SimpleMaps,"148,540","167,057",,"100,000–249,999",First-order administrative capital,"62,700.00","2,213,000,000,000.00",https://www.openstreetmap.org/?mlat=30.975310&mlon=41.038080#map=10/30.975310/41.038080,https://en.wikipedia.org/w/index.php?search=Arar%2C+Saudi+Arabia,https://commons.wikimedia.org/w/index.php?search=Arar%2C+Saudi+Arabia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4277,Mohali,City / populated place,India,IN,IND,South Asia,Punjab,30.679950,76.722110,Asia/Kolkata,"166,864",Bamwor,"166,864","146,213",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=30.679950&mlon=76.722110#map=10/30.679950/76.722110,https://en.wikipedia.org/w/index.php?search=Mohali%2C+India,https://commons.wikimedia.org/w/index.php?search=Mohali%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4278,Tiantoujiao,City / urban area (source-defined),China,CN,CHN,Asia,Guangdong,23.023600,114.092700,,"166,774",SimpleMaps,,"166,774",,"100,000–249,999",Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=23.023600&mlon=114.092700#map=10/23.023600/114.092700,https://en.wikipedia.org/w/index.php?search=Tiantoujiao%2C+China,https://commons.wikimedia.org/w/index.php?search=Tiantoujiao%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4279,Sampit,City / administrative seat,Indonesia,ID,IDN,East and Southeast Asia,Central Kalimantan,-2.531500,112.949600,Asia/Pontianak,"166,773",Bamwor,"166,773",,,"100,000–249,999",Lower-order administrative capital,"14,500.00","4,102,000,000,000.00",https://www.openstreetmap.org/?mlat=-2.531500&mlon=112.949600#map=10/-2.531500/112.949600,https://en.wikipedia.org/w/index.php?search=Sampit%2C+Indonesia,https://commons.wikimedia.org/w/index.php?search=Sampit%2C+Indonesia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4280,Wan Chai,City / administrative seat,Hong Kong,HK,HKG,East and Southeast Asia,Wan Chai,22.281420,114.172580,Asia/Hong_Kong,"166,695",Bamwor,"166,695",,,"100,000–249,999",First-order administrative capital,"66,200.00","497,880,000,000.00",https://www.openstreetmap.org/?mlat=22.281420&mlon=114.172580#map=10/22.281420/114.172580,https://en.wikipedia.org/w/index.php?search=Wan+Chai%2C+Hong+Kong,https://commons.wikimedia.org/w/index.php?search=Wan+Chai%2C+Hong+Kong&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4281,Linkoeping,City / administrative seat,Sweden,SE,SWE,Europe,Östergötland,58.410860,15.621570,Europe/Stockholm,"166,673",Bamwor,"166,673","115,672",,"100,000–249,999",First-order administrative capital,"63,300.00","668,628,000,000.00",https://www.openstreetmap.org/?mlat=58.410860&mlon=15.621570#map=10/58.410860/15.621570,https://en.wikipedia.org/w/index.php?search=Linkoeping%2C+Sweden,https://commons.wikimedia.org/w/index.php?search=Linkoeping%2C+Sweden&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4282,Iwata,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Shizuoka,34.700000,137.850000,Asia/Tokyo,"166,672",Bamwor,"166,672","165,688",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=34.700000&mlon=137.850000#map=10/34.700000/137.850000,https://en.wikipedia.org/w/index.php?search=Iwata%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Iwata%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4283,Maicao,City / administrative seat,Colombia,CO,COL,South America,La Guajira Department,11.378370,-72.239500,America/Bogota,"166,603",Bamwor,"166,603","123,757",,"100,000–249,999",Lower-order administrative capital,"18,500.00","978,592,000,000.00",https://www.openstreetmap.org/?mlat=11.378370&mlon=-72.239500#map=10/11.378370/-72.239500,https://en.wikipedia.org/w/index.php?search=Maicao%2C+Colombia,https://commons.wikimedia.org/w/index.php?search=Maicao%2C+Colombia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4284,Fatehpur,City / populated place,India,IN,IND,South Asia,Uttar Pradesh,25.927740,80.812660,Asia/Kolkata,"166,480",SimpleMaps,"166,480","166,480",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=25.927740&mlon=80.812660#map=10/25.927740/80.812660,https://en.wikipedia.org/w/index.php?search=Fatehpur%2C+India,https://commons.wikimedia.org/w/index.php?search=Fatehpur%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4285,Osnabrueck,City / administrative seat,Germany,DE,DEU,Europe,Lower Saxony,52.272640,8.049800,Europe/Berlin,"166,462",Bamwor,"166,462","164,748",,"100,000–249,999",Lower-order administrative capital,"62,800.00","5,247,000,000,000.00",https://www.openstreetmap.org/?mlat=52.272640&mlon=8.049800#map=10/52.272640/8.049800,https://en.wikipedia.org/w/index.php?search=Osnabrueck%2C+Germany,https://commons.wikimedia.org/w/index.php?search=Osnabrueck%2C+Germany&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4286,Calama,City / administrative seat,Chile,CL,CHL,South America,Antofagasta,-22.456670,-68.923710,America/Santiago,"166,334",Bamwor,"166,334","157,575",,"100,000–249,999",Lower-order administrative capital,"30,200.00","596,556,000,000.00",https://www.openstreetmap.org/?mlat=-22.456670&mlon=-68.923710#map=10/-22.456670/-68.923710,https://en.wikipedia.org/w/index.php?search=Calama%2C+Chile,https://commons.wikimedia.org/w/index.php?search=Calama%2C+Chile&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
